
Track Speed Max
 ==================== 
Track Speed Max,Unit,Category,ID,
0.109692,µm/s,Track,1001265495,
0.123936,µm/s,Track,1001290709,
0.126691,µm/s,Track,1001298039,
0.0806213,µm/s,Track,1001304416,
0.0908336,µm/s,Track,1001307011,
0.0720978,µm/s,Track,1001310725,
0.0791873,µm/s,Track,1001347654,
0.0747273,µm/s,Track,1001349662,
0.0552367,µm/s,Track,1001351185,
0.0835369,µm/s,Track,1001373018,
0.0858608,µm/s,Track,1001374929,
0.0774837,µm/s,Track,1001376957,
0.052614,µm/s,Track,1001382680,
0.0579095,µm/s,Track,1001390095,
0.0826058,µm/s,Track,1001399631,
0.105083,µm/s,Track,1001414282,
0.0848293,µm/s,Track,1001432525,
0.0623258,µm/s,Track,1001443126,
0.0778922,µm/s,Track,1001444551,
0.124893,µm/s,Track,1001447832,
0.105231,µm/s,Track,1001459999,
0.112586,µm/s,Track,1001463577,
0.0597549,µm/s,Track,1001470670,
0.0901638,µm/s,Track,1001484970,
0.0777846,µm/s,Track,1001498754,
0.0752554,µm/s,Track,1001510065,
0.0889178,µm/s,Track,1001511880,
0.0814516,µm/s,Track,1001515348,
0.0744322,µm/s,Track,1001524529,
0.0783789,µm/s,Track,1001524797,
0.0995706,µm/s,Track,1001531007,
0.097727,µm/s,Track,1001535243,
0.0588076,µm/s,Track,1001536213,
0.0904608,µm/s,Track,1001549656,
0.0688382,µm/s,Track,1001571482,
0.0764652,µm/s,Track,1001585322,
0.0732243,µm/s,Track,1001597972,
0.0925614,µm/s,Track,1001634186,
0.0378076,µm/s,Track,1001641521,
0.0983479,µm/s,Track,1001649683,
0.0641255,µm/s,Track,1001660310,
0.0732067,µm/s,Track,1001662631,
0.0700873,µm/s,Track,1001662802,
0.0563052,µm/s,Track,1001692264,
0.0701007,µm/s,Track,1001696991,
0.0809809,µm/s,Track,1001705575,
0.0989198,µm/s,Track,1001708522,
0.110795,µm/s,Track,1001717292,
0.0673264,µm/s,Track,1001721190,
0.0928537,µm/s,Track,1001721732,
0.0769134,µm/s,Track,1001722530,
0.109984,µm/s,Track,1001723411,
0.0759117,µm/s,Track,1001735688,
0.0684917,µm/s,Track,1001739237,
0.0753166,µm/s,Track,1001745981,
0.102895,µm/s,Track,1001748846,
0.094791,µm/s,Track,1001774250,
0.0803887,µm/s,Track,1001792466,
0.102921,µm/s,Track,1001800294,
0.0585949,µm/s,Track,1001831823,
0.0882112,µm/s,Track,1001838017,
0.109867,µm/s,Track,1001843531,
0.0584468,µm/s,Track,1001850191,
0.099038,µm/s,Track,1001869026,
0.102781,µm/s,Track,1001872907,
0.0860259,µm/s,Track,1001874170,
0.0958269,µm/s,Track,1001876881,
0.0707702,µm/s,Track,1001878744,
0.0913606,µm/s,Track,1001889904,
0.076715,µm/s,Track,1001895167,
0.0774595,µm/s,Track,1001896809,
0.0650517,µm/s,Track,1001904297,
0.0811806,µm/s,Track,1001904618,
0.0802208,µm/s,Track,1001939884,
0.0899853,µm/s,Track,1001942811,
0.127478,µm/s,Track,1001954731,
0.0609792,µm/s,Track,1001968557,
0.0924366,µm/s,Track,1001968819,
0.0723188,µm/s,Track,1001978360,
0.0628882,µm/s,Track,1002006710,
0.0721943,µm/s,Track,1002029154,
0.0668744,µm/s,Track,1002031500,
0.0888748,µm/s,Track,1002047887,
0.0760255,µm/s,Track,1002051985,
0.0834633,µm/s,Track,1002059095,
0.0567159,µm/s,Track,1002067444,
0.114633,µm/s,Track,1002067747,
0.077542,µm/s,Track,1002113497,
0.123669,µm/s,Track,1002124155,
0.0838436,µm/s,Track,1002125541,
0.0701738,µm/s,Track,1002142435,
0.0818648,µm/s,Track,1002148602,
0.0814645,µm/s,Track,1002150876,
0.081258,µm/s,Track,1002158806,
0.103574,µm/s,Track,1002180262,
0.0664097,µm/s,Track,1002182375,
0.0807742,µm/s,Track,1002205040,
0.0817627,µm/s,Track,1002211774,
0.0976236,µm/s,Track,1002213141,
0.0821257,µm/s,Track,1002223441,
0.079272,µm/s,Track,1002227684,
0.090446,µm/s,Track,1002236414,
0.08138,µm/s,Track,1002242134,
0.0714728,µm/s,Track,1002242329,
0.0875253,µm/s,Track,1002243369,
0.0895442,µm/s,Track,1002246854,
0.11617,µm/s,Track,1002262996,
0.0818721,µm/s,Track,1002273437,
0.0589307,µm/s,Track,1002278860,
0.0755137,µm/s,Track,1002300559,
0.0861263,µm/s,Track,1002307653,
0.102279,µm/s,Track,1002309454,
0.0749572,µm/s,Track,1002316459,
0.115782,µm/s,Track,1002316883,
0.0976178,µm/s,Track,1002317275,
0.084233,µm/s,Track,1002336151,
0.08526,µm/s,Track,1002336484,
0.0999208,µm/s,Track,1002360360,
0.0822389,µm/s,Track,1002367218,
0.0680451,µm/s,Track,1002369367,
0.0742684,µm/s,Track,1002382179,
0.0808632,µm/s,Track,1002396861,
0.0702356,µm/s,Track,1002402760,
0.0450541,µm/s,Track,1002404222,
0.084414,µm/s,Track,1002429210,
0.126782,µm/s,Track,1002435411,
0.0457273,µm/s,Track,1002453328,
0.092683,µm/s,Track,1002454260,
0.0652751,µm/s,Track,1002458180,
0.073363,µm/s,Track,1002460030,
0.0463672,µm/s,Track,1002460974,
0.0469486,µm/s,Track,1002461635,
0.0779319,µm/s,Track,1002463724,
